experiment,f1_mean,f1_std,flip_rate_mean,flip_rate_std,prob_gap_mean,prob_gap_std,pair_accuracy_mean,pair_accuracy_std,strict_flip_rate_mean,strict_flip_rate_std,strict_prob_gap_mean,strict_prob_gap_std,strict_pair_accuracy_mean,strict_pair_accuracy_std,pair_count_mean,strict_pair_count_mean,train_valid_cf_count_mean,train_valid_cf_ratio_mean,cons_batch_ratio_mean,avg_valid_cf_per_batch_mean,lambda_mean,effective_lambda_mean,fpr_min_group_n_mean,fpr_gap_mean,fpr_gap_std
Masking Cons Reg,0.7901,0.0025,0.0491,0.0099,0.0435,0.0055,0.811,0.0122,0.0495,0.0082,0.0452,0.0049,0.8133,0.0135,455,350,7735,0.0449,0.9482,2.8755,0.1,0.0045,3,0.4653,0.1925
